TKT,VER,N1B,N1C,N2B,N2C,N3B,N3C,N4B,N4C,N5B,N5C,I1,I2,I3,I4,I5,B,P,CD,Up
,,,,,,,,,,,,,,nonwinner133.ai,nonwinner01.ai,nonwinner156.ai,,1,,1
78,2550,07,01,23,27,37,38,56,49,69,62,,,,,,base02.ai,1,,1
43,6123,06,12,16,30,39,43,50,46,,,free05.ai,,,,,base02.ai,1,,1
29,1583,,,22,19,33,38,47,58,74,67,free01.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner73.ai,nonwinner139.ai,nonwinner11.ai,,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
127,7735,10,11,24,28,41,38,50,48,73,65,,,,,,base02.ai,1,,1
133,4913,14,15,29,26,41,38,49,51,73,67,,,,,,base02.ai,2,,2
56,4832,11,15,29,21,36,43,46,51,,,free05.ai,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner97.ai,nonwinner137.ai,nonwinner32.ai,,2,,2
,,,,,,,,,,,,,,nonwinner92.ai,nonwinner142.ai,nonwinner82.ai,,2,,2
,,,,,,,,,,,,,,nonwinner128.ai,nonwinner52.ai,nonwinner82.ai,,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
,,,,,,,,,,,,,,nonwinner35.ai,nonwinner03.ai,nonwinner99.ai,,3,,3
,,,,,,,,,,,,,,nonwinner68.ai,nonwinner109.ai,nonwinner07.ai,,3,,3
,,,,,,,,,,,,,,nonwinner160.ai,nonwinner125.ai,nonwinner140.ai,,3,,3
93,3583,11,13,29,21,32,35,56,46,73,75,,,,,,base02.ai,3,,3
100,8732,04,06,28,23,31,34,47,60,70,69,,,,,,base02.ai,3,,3
58,929,04,05,27,19,33,43,51,60,65,64,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner55.ai,nonwinner65.ai,nonwinner33.ai,,3,,3
,,,,,,,,,,,,,,nonwinner67.ai,nonwinner48.ai,nonwinner166.ai,,4,,4
90,1107,14,06,28,17,41,40,47,51,61,71,,,,,,base02.ai,4,,4
55,4177,12,14,30,19,43,31,,,65,66,free04.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
118,3072,06,14,16,19,39,35,54,58,69,74,,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,,,nonwinner90.ai,nonwinner02.ai,nonwinner49.ai,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,,,nonwinner118.ai,nonwinner141.ai,nonwinner96.ai,,1,,5
39,7203,,,20,30,32,42,56,46,67,61,free01.ai,,,,,base02.ai,1,,5
,,,,,,,,,,,,winner04.ai,,,,,,1,4,5
130,769,01,05,29,27,35,43,58,55,70,61,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner127.ai,nonwinner10.ai,nonwinner75.ai,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
79,5757,04,02,28,19,45,39,54,53,75,74,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner92.ai,nonwinner45.ai,nonwinner51.ai,,2,,6
2,2826,03,09,,,,,52,53,72,63,free02.ai,free03.ai,,,,base02.ai,2,,6
114,7009,11,13,20,17,42,31,60,50,69,63,,,,,,base02.ai,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
46,5251,15,10,20,18,35,40,55,47,,,free05.ai,,,,,base02.ai,3,,7
95,5468,10,11,16,17,33,32,50,52,75,74,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner69.ai,nonwinner117.ai,nonwinner162.ai,,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
,,,,,,,,,,,,,,nonwinner137.ai,nonwinner91.ai,nonwinner135.ai,,3,,7
116,4528,13,04,18,24,40,32,59,50,75,64,,,,,,base02.ai,3,,7
,,,,,,,,,,,,winner04.ai,,,,,,3,4,7
72,5090,11,01,29,19,39,33,54,47,69,63,,,,,,base02.ai,4,,8
114,550,02,05,22,19,35,41,49,57,68,74,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner94.ai,nonwinner59.ai,nonwinner67.ai,,4,,8
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner118.ai,nonwinner115.ai,,4,,8
128,5881,08,04,25,19,33,40,51,47,70,66,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner155.ai,nonwinner71.ai,nonwinner123.ai,,4,,8
,,,,,,,,,,,,,,nonwinner77.ai,nonwinner145.ai,nonwinner09.ai,,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,,,nonwinner25.ai,nonwinner60.ai,nonwinner124.ai,,1,,1
,,,,,,,,,,,,,,nonwinner121.ai,nonwinner63.ai,nonwinner76.ai,,1,,1
,,,,,,,,,,,,winner04.ai,,,,,,1,4,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,,,nonwinner16.ai,nonwinner146.ai,nonwinner22.ai,,1,,1
,,,,,,,,,,,,,,nonwinner141.ai,nonwinner78.ai,nonwinner129.ai,,1,,1
,,,,,,,,,,,,,,nonwinner52.ai,nonwinner48.ai,nonwinner58.ai,,2,,2
,,,,,,,,,,,,,,nonwinner138.ai,nonwinner16.ai,nonwinner125.ai,,2,,2
21,7235,08,12,20,28,36,42,,,62,69,free04.ai,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
,,,,,,,,,,,,,,nonwinner120.ai,nonwinner60.ai,nonwinner118.ai,,2,,2
,,,,,,,,,,,,,,nonwinner112.ai,nonwinner97.ai,nonwinner117.ai,,2,,2
119,3003,09,15,27,19,37,42,57,60,69,75,,,,,,base02.ai,2,,2
65,7363,04,13,27,30,45,33,59,48,75,61,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner21.ai,nonwinner41.ai,nonwinner113.ai,,3,,3
,,,,,,,,,,,,winner04.ai,,,,,,3,4,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner133.ai,nonwinner88.ai,nonwinner79.ai,,3,,3
,,,,,,,,,,,,,,nonwinner119.ai,nonwinner115.ai,nonwinner166.ai,,3,,3
44,217,05,12,28,17,,,56,48,67,73,free03.ai,,,,,base02.ai,3,,3
76,377,11,12,29,26,38,33,55,57,69,65,,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,,,nonwinner157.ai,nonwinner44.ai,nonwinner134.ai,,4,,4
,,,,,,,,,,,,,,nonwinner73.ai,nonwinner87.ai,nonwinner97.ai,,4,,4
,,,,,,,,,,,,,,nonwinner80.ai,nonwinner05.ai,nonwinner124.ai,,4,,4
139,8472,12,05,22,27,37,35,55,46,69,71,,,,,,base02.ai,4,,4
104,5360,10,03,26,19,39,38,59,54,64,75,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner103.ai,nonwinner118.ai,nonwinner132.ai,,1,,5
,,,,,,,,,,,,,,nonwinner72.ai,nonwinner165.ai,nonwinner03.ai,,1,,5
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner01.ai,nonwinner34.ai,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
4,1665,12,06,,,43,36,58,59,,,free02.ai,free05.ai,,,,base02.ai,1,,5
137,5408,12,08,25,23,33,34,58,54,72,62,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner70.ai,nonwinner13.ai,nonwinner89.ai,,1,,5
,,,,,,,,,,,,,,nonwinner71.ai,nonwinner21.ai,nonwinner160.ai,,2,,6
,,,,,,,,,,,,winner04.ai,,,,,,2,4,6
128,8980,13,09,22,28,41,44,56,55,65,64,,,,,,base02.ai,2,,6
,,,,,,,,,,,,winner03.ai,,,,,,2,3,6
,,,,,,,,,,,,,,nonwinner114.ai,nonwinner141.ai,nonwinner153.ai,,2,,6
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner140.ai,nonwinner12.ai,,2,,6
,,,,,,,,,,,,,,nonwinner21.ai,nonwinner150.ai,nonwinner67.ai,,2,,6
123,8324,13,10,17,21,44,36,46,60,71,75,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner37.ai,nonwinner96.ai,,3,,7
,,,,,,,,,,,,,,nonwinner45.ai,nonwinner110.ai,nonwinner152.ai,,3,,7
,,,,,,,,,,,,,,nonwinner53.ai,nonwinner26.ai,nonwinner121.ai,,3,,7
,,,,,,,,,,,,,,nonwinner78.ai,nonwinner50.ai,nonwinner162.ai,,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
130,4667,08,14,25,27,39,33,55,49,71,75,,,,,,base02.ai,3,,7
44,374,13,02,,,34,37,52,56,63,73,free02.ai,,,,,base02.ai,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
86,1414,06,08,25,29,36,33,50,56,70,63,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner58.ai,nonwinner37.ai,nonwinner147.ai,,4,,8
,,,,,,,,,,,,,,nonwinner166.ai,nonwinner88.ai,nonwinner60.ai,,4,,8
,,,,,,,,,,,,,,nonwinner101.ai,nonwinner46.ai,nonwinner111.ai,,4,,8
,,,,,,,,,,,,,,nonwinner137.ai,nonwinner37.ai,nonwinner150.ai,,4,,8
,,,,,,,,,,,,,,nonwinner75.ai,nonwinner136.ai,nonwinner158.ai,,1,,1
71,4814,04,07,19,30,45,32,50,55,75,61,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner28.ai,nonwinner127.ai,nonwinner22.ai,,1,,1
,,,,,,,,,,,,,,nonwinner91.ai,nonwinner41.ai,nonwinner135.ai,,1,,1
134,3359,13,09,22,26,44,32,52,54,73,71,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner78.ai,nonwinner135.ai,nonwinner30.ai,,1,,1
113,7861,09,11,26,23,31,39,58,59,75,72,,,,,,base02.ai,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
,,,,,,,,,,,,,,nonwinner137.ai,nonwinner115.ai,nonwinner160.ai,,2,,2
,,,,,,,,,,,,,,nonwinner46.ai,nonwinner68.ai,nonwinner101.ai,,2,,2
140,6226,12,03,27,18,37,32,58,52,75,68,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner120.ai,nonwinner34.ai,nonwinner19.ai,,2,,2
28,6446,02,09,27,24,39,36,,,71,73,free04.ai,,,,,base02.ai,2,,2
49,7168,03,02,28,27,,,46,54,72,61,free03.ai,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner159.ai,nonwinner36.ai,nonwinner52.ai,,3,,3
128,7173,11,04,29,17,38,39,59,52,70,72,,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner02.ai,,,,,,3,2,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner40.ai,nonwinner165.ai,nonwinner08.ai,,3,,3
,,,,,,,,,,,,,,nonwinner117.ai,nonwinner149.ai,nonwinner25.ai,,3,,3
,,,,,,,,,,,,winner03.ai,,,,,,3,3,3
,,,,,,,,,,,,,,nonwinner88.ai,nonwinner150.ai,nonwinner21.ai,,4,,4
,,,,,,,,,,,,,,nonwinner94.ai,nonwinner48.ai,nonwinner56.ai,,4,,4
,,,,,,,,,,,,,,nonwinner146.ai,nonwinner36.ai,nonwinner165.ai,,4,,4
62,1275,08,01,30,17,32,35,47,53,68,73,,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner03.ai,,,,,,4,3,4
,,,,,,,,,,,,winner01.ai,,,,,,4,1,4
,,,,,,,,,,,,,,nonwinner112.ai,nonwinner07.ai,nonwinner140.ai,,4,,4
60,7321,07,03,26,29,42,44,60,50,68,65,,,,,,base02.ai,1,,5
81,4657,07,15,24,21,45,40,47,53,69,75,,,,,,base02.ai,1,,5
,,,,,,,,,,,,winner04.ai,,,,,,1,4,5
109,5190,07,09,25,27,39,43,53,47,73,75,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner115.ai,nonwinner98.ai,nonwinner31.ai,,1,,5
,,,,,,,,,,,,,,nonwinner80.ai,nonwinner59.ai,nonwinner42.ai,,1,,5
18,5526,11,13,19,25,37,38,46,54,,,free05.ai,,,,,base02.ai,1,,5
65,7555,07,05,20,30,44,45,56,55,69,71,,,,,,base02.ai,2,,6
121,2974,13,11,17,24,33,32,52,55,64,74,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner124.ai,nonwinner162.ai,nonwinner06.ai,,2,,6
37,5356,01,05,26,27,,,57,46,73,61,free03.ai,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner60.ai,nonwinner161.ai,nonwinner164.ai,,2,,6
,,,,,,,,,,,,,,nonwinner49.ai,nonwinner22.ai,nonwinner09.ai,,2,,6
,,,,,,,,,,,,,,nonwinner60.ai,nonwinner46.ai,nonwinner58.ai,,2,,6
,,,,,,,,,,,,winner04.ai,,,,,,3,4,7
,,,,,,,,,,,,,,nonwinner144.ai,nonwinner141.ai,nonwinner93.ai,,3,,7
,,,,,,,,,,,,,,nonwinner61.ai,nonwinner143.ai,nonwinner28.ai,,3,,7
4,4475,09,11,,,,,54,56,69,70,free02.ai,free03.ai,,,,base02.ai,3,,7
18,6084,10,08,18,29,41,37,,,70,69,free04.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
,,,,,,,,,,,,,,nonwinner64.ai,nonwinner81.ai,nonwinner72.ai,,3,,7
,,,,,,,,,,,,winner03.ai,,,,,,4,3,8
16,3319,,,25,23,34,44,59,49,72,63,free01.ai,,,,,base02.ai,4,,8
58,8530,05,14,26,29,36,35,51,57,72,63,,,,,,base02.ai,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,winner04.ai,,,,,,4,4,8
93,8650,05,14,25,18,44,33,55,50,68,67,,,,,,base02.ai,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
13,6079,,,,,37,32,50,60,66,70,free01.ai,free02.ai,,,,base02.ai,1,,1
,,,,,,,,,,,,winner04.ai,,,,,,1,4,1
90,7266,07,10,23,24,35,32,55,52,65,70,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner121.ai,nonwinner99.ai,nonwinner12.ai,,1,,1
104,8753,08,14,24,22,31,42,49,53,74,68,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner140.ai,nonwinner97.ai,nonwinner56.ai,,1,,1
41,198,14,15,28,30,31,36,,,69,61,free04.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner156.ai,nonwinner143.ai,nonwinner40.ai,,2,,2
,,,,,,,,,,,,,,nonwinner64.ai,nonwinner32.ai,nonwinner24.ai,,2,,2
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner83.ai,nonwinner128.ai,,2,,2
137,1886,14,10,23,24,45,32,60,49,67,69,,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
,,,,,,,,,,,,,,nonwinner158.ai,nonwinner73.ai,nonwinner35.ai,,2,,2
130,2658,05,02,19,20,34,40,48,54,70,72,,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
39,8314,02,12,23,30,37,36,,,68,65,free04.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner04.ai,,,,,,3,4,3
,,,,,,,,,,,,,,nonwinner30.ai,nonwinner46.ai,nonwinner126.ai,,3,,3
18,6084,10,08,18,29,41,37,,,70,69,free04.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner161.ai,nonwinner76.ai,nonwinner102.ai,,3,,3
,,,,,,,,,,,,winner02.ai,,,,,,3,2,3
,,,,,,,,,,,,winner04.ai,,,,,,4,4,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
95,1863,12,10,19,18,32,33,50,58,63,68,,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner04.ai,,,,,,4,4,4
109,4801,06,10,16,23,36,44,46,56,64,61,,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner03.ai,,,,,,4,3,4
16,1901,02,08,24,23,45,35,,,67,73,free04.ai,,,,,base02.ai,1,,5
114,6036,06,09,22,21,41,31,59,60,66,61,,,,,,base02.ai,1,,5
79,4410,01,15,19,17,31,36,49,57,67,73,,,,,,base02.ai,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
135,3359,07,02,17,24,43,42,47,56,67,62,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner36.ai,nonwinner63.ai,,1,,5
,,,,,,,,,,,,,,nonwinner165.ai,nonwinner122.ai,nonwinner126.ai,,2,,6
,,,,,,,,,,,,,,nonwinner30.ai,nonwinner141.ai,nonwinner162.ai,,2,,6
106,8255,12,11,27,18,39,35,54,60,67,69,,,,,,base02.ai,2,,6
36,4604,,,18,16,45,39,52,56,62,68,free01.ai,,,,,base02.ai,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,winner04.ai,,,,,,2,4,6
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner91.ai,nonwinner146.ai,,3,,7
,,,,,,,,,,,,,,nonwinner26.ai,nonwinner69.ai,nonwinner50.ai,,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
,,,,,,,,,,,,winner02.ai,,,,,,3,2,7
,,,,,,,,,,,,,,nonwinner16.ai,nonwinner163.ai,nonwinner30.ai,,3,,7
58,929,04,05,27,19,33,43,51,60,65,64,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner24.ai,nonwinner43.ai,,3,,7
,,,,,,,,,,,,winner04.ai,,,,,,4,4,8
,,,,,,,,,,,,,,nonwinner62.ai,nonwinner51.ai,nonwinner24.ai,,4,,8
,,,,,,,,,,,,,,nonwinner113.ai,nonwinner47.ai,nonwinner54.ai,,4,,8
63,7977,11,15,23,17,36,32,47,55,73,70,,,,,,base02.ai,4,,8
98,5807,09,04,23,18,35,42,53,58,73,75,,,,,,base02.ai,4,,8
119,5191,10,09,17,27,36,41,49,48,62,75,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner21.ai,nonwinner50.ai,nonwinner165.ai,,4,,8
48,962,06,14,24,21,,,47,60,72,68,free03.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,winner04.ai,,,,,,1,4,1
,,,,,,,,,,,,,,nonwinner86.ai,nonwinner108.ai,nonwinner147.ai,,1,,1
125,430,06,13,25,30,36,34,52,46,69,73,,,,,,base02.ai,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,,,nonwinner65.ai,nonwinner58.ai,nonwinner113.ai,,1,,1
,,,,,,,,,,,,,,nonwinner76.ai,nonwinner07.ai,nonwinner133.ai,,2,,2
46,2463,08,11,25,20,43,44,,,73,74,free04.ai,,,,,base02.ai,2,,2
116,119,08,15,30,21,35,41,49,51,66,70,,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
,,,,,,,,,,,,,,nonwinner76.ai,nonwinner127.ai,nonwinner105.ai,,2,,2
18,4320,01,07,18,27,35,44,50,60,,,free05.ai,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner30.ai,nonwinner142.ai,,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
109,2644,05,11,16,30,45,41,47,60,71,74,,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner61.ai,nonwinner143.ai,nonwinner28.ai,,3,,3
32,2660,11,07,,,34,33,49,50,69,64,free02.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner04.ai,,,,,,3,4,3
137,7967,11,01,23,25,35,44,51,46,74,63,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner65.ai,nonwinner158.ai,nonwinner85.ai,,4,,4
46,1633,,,23,18,31,42,51,56,69,62,free01.ai,,,,,base02.ai,4,,4
102,2419,03,06,25,26,37,43,54,55,71,69,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner100.ai,nonwinner96.ai,nonwinner72.ai,,4,,4
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner50.ai,nonwinner109.ai,,4,,4
53,385,12,10,19,28,,,51,59,62,67,free03.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner82.ai,nonwinner03.ai,nonwinner127.ai,,4,,4
51,4182,,,16,26,31,45,50,56,64,66,free01.ai,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner120.ai,nonwinner02.ai,nonwinner129.ai,,1,,5
,,,,,,,,,,,,,,nonwinner111.ai,nonwinner129.ai,nonwinner35.ai,,1,,5
121,7129,06,12,18,29,37,41,47,48,74,66,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner55.ai,nonwinner11.ai,nonwinner99.ai,,1,,5
37,4273,13,08,,,34,44,54,49,65,70,free02.ai,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner53.ai,nonwinner09.ai,,1,,5
134,4913,07,13,30,25,44,35,60,46,62,71,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner112.ai,nonwinner108.ai,nonwinner39.ai,,2,,6
,,,,,,,,,,,,,,nonwinner36.ai,nonwinner166.ai,nonwinner123.ai,,2,,6
22,2853,,,24,29,33,31,53,56,74,69,free01.ai,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner127.ai,nonwinner150.ai,nonwinner134.ai,,2,,6
,,,,,,,,,,,,winner02.ai,,,,,,2,2,6
,,,,,,,,,,,,,,nonwinner57.ai,nonwinner147.ai,nonwinner82.ai,,2,,6
,,,,,,,,,,,,,,nonwinner133.ai,nonwinner88.ai,nonwinner79.ai,,3,,7
,,,,,,,,,,,,winner04.ai,,,,,,3,4,7
,,,,,,,,,,,,,,nonwinner35.ai,nonwinner03.ai,nonwinner99.ai,,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
23,5670,03,09,,,41,32,58,50,68,61,free02.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner55.ai,nonwinner65.ai,nonwinner33.ai,,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
,,,,,,,,,,,,,,nonwinner138.ai,nonwinner109.ai,nonwinner118.ai,,4,,8
133,4654,03,05,30,16,40,43,51,56,61,72,,,,,,base02.ai,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,,,nonwinner127.ai,nonwinner83.ai,nonwinner105.ai,,4,,8
,,,,,,,,,,,,,,nonwinner102.ai,nonwinner70.ai,nonwinner17.ai,,4,,8
,,,,,,,,,,,,,,nonwinner29.ai,nonwinner114.ai,nonwinner153.ai,,4,,8
126,2811,08,09,25,17,37,45,58,47,66,65,,,,,,base02.ai,4,,8
76,1170,05,11,29,16,35,39,51,57,68,75,,,,,,base02.ai,1,,1
111,8013,07,08,19,23,44,40,58,51,74,73,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner30.ai,nonwinner101.ai,nonwinner60.ai,,1,,1
,,,,,,,,,,,,,,nonwinner165.ai,nonwinner137.ai,nonwinner104.ai,,1,,1
,,,,,,,,,,,,,,nonwinner156.ai,nonwinner54.ai,nonwinner14.ai,,1,,1
,,,,,,,,,,,,,,nonwinner24.ai,nonwinner122.ai,nonwinner64.ai,,1,,1
139,8635,12,15,20,19,34,40,59,55,71,68,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner135.ai,nonwinner103.ai,,2,,2
25,8563,07,08,,,31,38,50,49,61,62,free02.ai,,,,,base02.ai,2,,2
39,3288,,,30,16,44,33,49,51,67,69,free01.ai,,,,,base02.ai,2,,2
123,3911,04,11,23,30,38,40,51,59,73,70,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner21.ai,nonwinner37.ai,nonwinner19.ai,,2,,2
,,,,,,,,,,,,,,nonwinner61.ai,nonwinner157.ai,nonwinner162.ai,,2,,2
,,,,,,,,,,,,,,nonwinner83.ai,nonwinner120.ai,nonwinner05.ai,,2,,2
,,,,,,,,,,,,,,nonwinner137.ai,nonwinner91.ai,nonwinner135.ai,,3,,3
4,4475,09,11,,,,,54,56,69,70,free02.ai,free03.ai,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner45.ai,nonwinner110.ai,nonwinner152.ai,,3,,3
123,8324,13,10,17,21,44,36,46,60,71,75,,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner65.ai,nonwinner67.ai,nonwinner146.ai,,3,,3
,,,,,,,,,,,,,,nonwinner131.ai,nonwinner24.ai,nonwinner03.ai,,3,,3
,,,,,,,,,,,,,,nonwinner119.ai,nonwinner69.ai,nonwinner67.ai,,4,,4
,,,,,,,,,,,,,,nonwinner166.ai,nonwinner152.ai,nonwinner38.ai,,4,,4
,,,,,,,,,,,,,,nonwinner125.ai,nonwinner154.ai,nonwinner163.ai,,4,,4
39,5052,13,04,29,22,,,55,59,61,68,free03.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner125.ai,nonwinner29.ai,nonwinner156.ai,,4,,4
67,782,01,11,18,28,37,43,57,48,69,72,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner100.ai,nonwinner111.ai,nonwinner46.ai,,4,,4
,,,,,,,,,,,,,,nonwinner79.ai,nonwinner96.ai,nonwinner62.ai,,1,,5
,,,,,,,,,,,,,,nonwinner133.ai,nonwinner93.ai,nonwinner56.ai,,1,,5
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner43.ai,nonwinner61.ai,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
58,263,11,08,24,21,44,43,54,60,69,66,,,,,,base02.ai,1,,5
,,,,,,,,,,,,winner03.ai,,,,,,1,3,5
78,5757,08,11,26,29,37,35,57,52,70,65,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner37.ai,nonwinner05.ai,,2,,6
,,,,,,,,,,,,,,nonwinner144.ai,nonwinner85.ai,nonwinner141.ai,,2,,6
,,,,,,,,,,,,,,nonwinner61.ai,nonwinner149.ai,nonwinner114.ai,,2,,6
1,2826,,,28,27,33,43,58,51,,,free01.ai,free05.ai,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner93.ai,nonwinner13.ai,nonwinner164.ai,,2,,6
,,,,,,,,,,,,,,nonwinner166.ai,nonwinner38.ai,nonwinner122.ai,,2,,6
9,4320,01,03,18,26,,,,,65,63,free03.ai,free04.ai,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner119.ai,nonwinner115.ai,nonwinner166.ai,,3,,7
16,1662,07,03,17,28,,,53,57,68,61,free03.ai,,,,,base02.ai,3,,7
