TKT,VER,N1B,N1C,N2B,N2C,N3B,N3C,N4B,N4C,N5B,N5C,I1,I2,I3,I4,I5,B,P,Up
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner09.ai,nonwinner05.ai,,2,6
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner14.ai,,2,6
95,3586,02,06,23,22,42,32,48,57,63,70,,,,,,base02.ai,3,7
109,2502,06,07,21,26,37,35,51,60,65,63,,,,,,base02.ai,3,7
39,5091,,,26,19,36,38,57,49,66,72,free01.ai,,,,,base02.ai,4,8
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner14.ai,nonwinner09.ai,,4,8
3,5679,05,04,,,,,55,50,61,75,free02.ai,free03.ai,,,,base02.ai,1,9
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner09.ai,nonwinner05.ai,,1,9
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner05.ai,nonwinner12.ai,,2,10
,,,,,,,,,,,,winner01.ai,,,,,,2,10
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner05.ai,nonwinner08.ai,,3,11
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner04.ai,nonwinner08.ai,,3,11
56,1645,13,11,,,35,42,55,51,62,64,free02.ai,,,,,base02.ai,4,12
136,5310,01,02,22,20,45,31,51,50,74,64,,,,,,base02.ai,4,12
,,,,,,,,,,,,winner01.ai,,,,,,1,13
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner11.ai,nonwinner03.ai,,1,13
125,4346,05,15,28,23,39,45,58,59,63,65,,,,,,base02.ai,2,14
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner07.ai,nonwinner03.ai,,2,14
95,3586,02,06,23,22,42,32,48,57,63,70,,,,,,base02.ai,3,15
119,6373,09,07,23,18,34,45,56,49,67,61,,,,,,base02.ai,3,15
20,7288,,,18,16,43,38,47,49,74,61,free01.ai,,,,,base02.ai,4,16
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner07.ai,nonwinner10.ai,,4,16
12,5029,,,,,39,33,50,51,65,74,free01.ai,free02.ai,,,,base02.ai,1,17
100,5715,07,01,23,26,39,33,58,49,75,62,,,,,,base02.ai,1,17
52,3579,,,25,21,44,37,47,51,71,67,free01.ai,,,,,base02.ai,2,18
94,6594,12,13,23,27,38,39,60,50,69,71,,,,,,base02.ai,2,18
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner01.ai,nonwinner11.ai,,3,19
128,3289,07,15,29,21,41,31,57,50,63,72,,,,,,base02.ai,3,19
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner10.ai,nonwinner02.ai,,4,20
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner03.ai,nonwinner06.ai,,4,20
74,2170,15,13,25,19,34,32,53,52,70,61,,,,,,base02.ai,1,21
124,6706,01,15,27,17,44,39,51,55,66,70,,,,,,base02.ai,1,21
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner09.ai,nonwinner05.ai,,2,22
24,1543,,,16,17,34,35,53,57,71,63,free01.ai,,,,,base02.ai,2,22
129,3289,12,11,25,27,42,32,51,60,71,65,,,,,,base02.ai,3,23
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner01.ai,nonwinner15.ai,,3,23
36,2130,05,09,23,27,,,46,47,64,68,free03.ai,,,,,base02.ai,4,24
58,7061,05,12,24,22,43,35,59,47,75,66,,,,,,base02.ai,4,24
54,3536,,,24,23,40,43,49,56,64,61,free01.ai,,,,,base02.ai,1,25
60,343,04,14,26,23,32,38,54,46,64,68,,,,,,base02.ai,1,25
130,4717,06,05,16,20,31,41,59,46,62,66,,,,,,base02.ai,2,26
76,7214,12,02,22,20,40,36,60,49,67,75,,,,,,base02.ai,2,26
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner12.ai,nonwinner01.ai,,3,27
107,4299,07,01,16,17,36,38,46,59,71,61,,,,,,base02.ai,3,27
99,7849,05,13,27,18,37,40,51,59,73,65,,,,,,base02.ai,4,28
113,5143,05,11,16,27,36,44,50,57,69,73,,,,,,base02.ai,4,28
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner14.ai,nonwinner10.ai,,1,1
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner09.ai,nonwinner05.ai,,1,1
84,1738,07,11,23,18,41,42,53,49,71,70,,,,,,base02.ai,2,2
58,5441,04,13,16,26,44,41,47,58,62,70,,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner12.ai,nonwinner09.ai,,3,3
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner08.ai,nonwinner07.ai,,3,3
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner15.ai,nonwinner05.ai,,4,4
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner05.ai,nonwinner03.ai,,4,4
105,4251,13,11,26,23,36,32,49,59,65,69,,,,,,base02.ai,1,5
87,4982,12,04,17,20,32,38,60,53,75,68,,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner12.ai,nonwinner13.ai,,2,6
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner13.ai,nonwinner15.ai,,2,6
97,8416,09,15,30,24,45,38,47,57,72,69,,,,,,base02.ai,3,7
117,8170,05,04,28,21,31,39,51,54,63,73,,,,,,base02.ai,3,7
85,2407,09,12,21,26,36,39,59,48,66,62,,,,,,base02.ai,4,8
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner05.ai,nonwinner12.ai,,4,8
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner10.ai,nonwinner09.ai,,1,9
49,2535,,,17,20,35,42,57,51,72,70,free01.ai,,,,,base02.ai,1,9
126,78,12,06,20,16,44,39,56,49,74,69,,,,,,base02.ai,2,10
62,6421,15,07,20,19,40,37,46,50,73,71,,,,,,base02.ai,2,10
131,1165,09,06,20,18,37,38,48,47,71,67,,,,,,base02.ai,3,11
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner07.ai,nonwinner01.ai,,3,11
68,4677,01,06,17,23,38,35,51,48,74,69,,,,,,base02.ai,4,12
130,8195,05,03,19,30,33,36,60,58,63,69,,,,,,base02.ai,4,12
14,5894,03,15,,,31,36,,,62,75,free02.ai,free04.ai,,,,base02.ai,1,13
126,2014,09,12,23,19,39,45,52,46,66,62,,,,,,base02.ai,1,13
13,349,,,29,30,,,54,47,63,65,free01.ai,free03.ai,,,,base02.ai,2,14
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner03.ai,nonwinner11.ai,,2,14
39,8499,,,17,23,43,36,51,48,74,71,free01.ai,,,,,base02.ai,3,15
1,5383,,,,,32,36,49,47,71,61,free01.ai,free02.ai,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner10.ai,nonwinner01.ai,,4,16
58,7061,05,12,24,22,43,35,59,47,75,66,,,,,,base02.ai,4,16
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner08.ai,,1,17
140,4115,12,03,30,19,43,34,55,49,73,64,,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner13.ai,nonwinner12.ai,,2,18
126,78,12,06,20,16,44,39,56,49,74,69,,,,,,base02.ai,2,18
134,7496,14,13,17,20,31,33,54,51,73,64,,,,,,base02.ai,3,19
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner09.ai,,3,19
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner13.ai,nonwinner11.ai,,4,20
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner05.ai,,4,20
64,3099,08,05,28,25,44,35,53,50,68,74,,,,,,base02.ai,1,21
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner02.ai,nonwinner14.ai,,1,21
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner14.ai,,2,22
28,5705,01,08,,,42,40,57,53,71,69,free02.ai,,,,,base02.ai,2,22
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner01.ai,nonwinner12.ai,,3,23
57,3337,01,12,27,18,38,43,55,59,65,73,,,,,,base02.ai,3,23
24,1107,,,27,17,37,40,49,51,68,71,free01.ai,,,,,base02.ai,4,24
88,982,06,12,29,20,40,32,53,51,65,73,,,,,,base02.ai,4,24
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner01.ai,nonwinner05.ai,,1,25
134,2932,06,11,22,19,35,41,48,54,75,71,,,,,,base02.ai,1,25
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner04.ai,nonwinner11.ai,,2,26
100,3138,07,10,19,18,36,32,54,52,72,70,,,,,,base02.ai,2,26
1,5383,,,,,32,36,49,47,71,61,free01.ai,free02.ai,,,,base02.ai,3,27
41,1111,,,27,17,38,45,51,56,70,61,free01.ai,,,,,base02.ai,3,27
41,6244,,,16,25,40,31,59,55,71,70,free01.ai,,,,,base02.ai,4,28
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner09.ai,nonwinner01.ai,,4,28
17,1610,13,05,,,35,41,50,59,65,72,free02.ai,,,,,base02.ai,1,1
13,390,,,,,42,45,60,54,64,73,free01.ai,free02.ai,,,,base02.ai,1,1
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner10.ai,nonwinner03.ai,,2,2
34,2673,11,15,24,30,,,51,60,68,72,free03.ai,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner12.ai,nonwinner01.ai,,3,3
3,5524,,,,,44,37,56,54,73,71,free01.ai,free02.ai,,,,base02.ai,3,3
49,5556,04,05,,,35,40,54,56,68,73,free02.ai,,,,,base02.ai,4,4
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner14.ai,nonwinner09.ai,,4,4
85,8597,07,14,23,20,39,31,46,60,64,62,,,,,,base02.ai,1,5
125,3041,14,12,24,19,39,34,52,49,63,69,,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner05.ai,nonwinner12.ai,,2,6
6,3378,09,02,,,44,31,,,69,72,free02.ai,free04.ai,,,,base02.ai,2,6
45,4413,10,02,,,33,39,46,54,62,73,free02.ai,,,,,base02.ai,3,7
123,4247,07,11,30,26,41,42,60,56,65,71,,,,,,base02.ai,3,7
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner14.ai,nonwinner09.ai,,4,8
63,7890,07,11,29,19,37,33,52,51,64,71,,,,,,base02.ai,4,8
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner12.ai,nonwinner06.ai,,1,9
101,6488,10,13,16,23,36,44,60,53,61,71,,,,,,base02.ai,1,9
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner12.ai,nonwinner14.ai,,2,10
80,3754,11,15,21,22,38,33,56,52,68,71,,,,,,base02.ai,2,10
121,8101,03,13,20,16,37,39,51,46,73,72,,,,,,base02.ai,3,11
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner11.ai,nonwinner08.ai,,3,11
82,5372,01,14,20,22,31,39,60,53,61,66,,,,,,base02.ai,4,12
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner12.ai,nonwinner03.ai,,4,12
90,6284,09,14,25,19,43,42,54,59,63,62,,,,,,base02.ai,1,13
10,1744,,,16,20,42,36,,,65,63,free01.ai,free04.ai,,,,base02.ai,1,13
5,341,,,27,29,,,58,48,71,74,free01.ai,free03.ai,,,,base02.ai,2,14
67,7912,08,02,29,30,34,44,55,59,71,64,,,,,,base02.ai,2,14
55,5900,08,14,21,17,,,54,47,75,63,free03.ai,,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner13.ai,nonwinner06.ai,,3,15
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner07.ai,nonwinner13.ai,,4,16
54,1680,10,11,,,35,33,59,52,67,72,free02.ai,,,,,base02.ai,4,16
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner04.ai,nonwinner14.ai,,1,17
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner02.ai,nonwinner14.ai,,1,17
26,5613,12,01,,,38,42,59,46,66,72,free02.ai,,,,,base02.ai,2,18
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner01.ai,nonwinner14.ai,,2,18
40,7365,15,07,,,35,45,48,53,72,64,free02.ai,,,,,base02.ai,3,19
8,2783,,,23,18,31,40,,,70,74,free01.ai,free04.ai,,,,base02.ai,3,19
79,6290,09,13,26,28,40,44,55,49,65,71,,,,,,base02.ai,4,20
37,693,,,19,29,34,39,55,48,67,69,free01.ai,,,,,base02.ai,4,20
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner05.ai,nonwinner01.ai,,1,21
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner07.ai,nonwinner09.ai,,1,21
128,2985,01,15,28,27,37,42,49,57,75,67,,,,,,base02.ai,2,22
106,3591,14,09,20,26,45,34,46,56,75,68,,,,,,base02.ai,2,22
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner15.ai,nonwinner11.ai,,3,23
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner11.ai,nonwinner01.ai,,3,23
12,2103,,,,,32,41,55,54,74,69,free01.ai,free02.ai,,,,base02.ai,4,24
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner12.ai,nonwinner03.ai,,4,24
36,6883,04,10,,,41,40,53,47,71,64,free02.ai,,,,,base02.ai,1,25
92,8560,05,14,21,17,41,39,49,46,71,74,,,,,,base02.ai,1,25
134,4952,05,07,29,21,31,41,59,51,66,67,,,,,,base02.ai,2,26
60,5229,13,02,22,21,35,37,46,58,66,63,,,,,,base02.ai,2,26
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner02.ai,nonwinner10.ai,,3,27
73,2054,01,10,25,26,32,37,47,48,66,69,,,,,,base02.ai,3,27
71,1814,15,01,30,23,42,43,50,46,70,65,,,,,,base02.ai,4,28
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner13.ai,nonwinner11.ai,,4,28
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner10.ai,nonwinner09.ai,,1,1
1,1986,,,22,25,,,48,51,73,68,free01.ai,free03.ai,,,,base02.ai,1,1
54,350,02,11,,,41,31,50,59,66,68,free02.ai,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner15.ai,nonwinner08.ai,,2,2
75,2102,12,10,17,27,43,37,57,47,70,64,,,,,,base02.ai,3,3
37,5491,14,04,27,29,,,59,60,71,65,free03.ai,,,,,base02.ai,3,3
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner08.ai,nonwinner14.ai,,4,4
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner15.ai,nonwinner11.ai,,4,4
135,5568,10,11,23,16,35,33,50,53,70,62,,,,,,base02.ai,1,5
111,6111,14,04,16,26,34,44,51,59,68,64,,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner08.ai,nonwinner09.ai,,2,6
68,448,03,05,21,28,38,41,47,56,74,71,,,,,,base02.ai,2,6
71,194,09,10,21,23,32,44,49,53,66,63,,,,,,base02.ai,3,7
31,945,,,30,17,40,32,49,53,74,65,free01.ai,,,,,base02.ai,3,7
21,114,,,24,26,33,39,58,48,65,61,free01.ai,,,,,base02.ai,4,8
103,2999,02,03,23,16,44,33,60,58,68,62,,,,,,base02.ai,4,8
77,5549,13,04,30,21,31,36,48,57,69,65,,,,,,base02.ai,1,9
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner08.ai,nonwinner11.ai,,1,9
42,7437,,,28,23,35,39,58,60,73,74,free01.ai,,,,,base02.ai,2,10
16,4973,04,08,23,25,38,41,,,72,62,free04.ai,,,,,base02.ai,2,10
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner08.ai,nonwinner07.ai,,3,11
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner01.ai,nonwinner15.ai,,3,11
18,8410,,,30,24,39,45,56,57,70,74,free01.ai,,,,,base02.ai,4,12
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner13.ai,nonwinner14.ai,,4,12
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner09.ai,nonwinner07.ai,,1,13
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner11.ai,nonwinner08.ai,,1,13
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner01.ai,nonwinner12.ai,,2,14
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner13.ai,nonwinner15.ai,,2,14
73,2054,01,10,25,26,32,37,47,48,66,69,,,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner01.ai,nonwinner08.ai,,3,15
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner01.ai,nonwinner15.ai,,4,16
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner01.ai,nonwinner10.ai,,4,16
138,2123,02,10,19,24,37,45,47,55,69,64,,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner13.ai,nonwinner01.ai,,1,17
72,3803,10,13,24,22,41,31,57,60,71,75,,,,,,base02.ai,2,18
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner04.ai,nonwinner01.ai,,2,18
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner10.ai,,3,19
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner13.ai,,3,19
67,6894,03,15,17,29,41,42,53,55,75,66,,,,,,base02.ai,4,20
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner09.ai,nonwinner01.ai,,4,20
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner13.ai,nonwinner05.ai,,1,21
132,6280,06,02,19,20,44,41,49,54,66,67,,,,,,base02.ai,1,21
114,3622,15,01,19,29,37,32,48,50,62,61,,,,,,base02.ai,2,22
36,7661,12,03,25,21,45,44,,,66,75,free04.ai,,,,,base02.ai,2,22
83,1904,12,10,30,21,45,33,53,47,67,74,,,,,,base02.ai,3,23
17,8262,,,22,24,34,36,60,47,63,65,free01.ai,,,,,base02.ai,3,23
48,2291,,,27,24,41,36,54,49,63,66,free01.ai,,,,,base02.ai,4,24
136,5310,01,02,22,20,45,31,51,50,74,64,,,,,,base02.ai,4,24
34,4350,,,30,16,38,33,55,49,67,63,free01.ai,,,,,base02.ai,1,25
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner14.ai,nonwinner03.ai,,1,25
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner12.ai,,2,26
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner13.ai,nonwinner15.ai,,2,26
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner15.ai,nonwinner03.ai,,3,27
35,7276,09,04,24,27,31,44,,,63,70,free04.ai,,,,,base02.ai,3,27
69,2339,14,05,30,27,32,38,53,52,62,72,,,,,,base02.ai,4,28
75,6322,08,11,17,27,31,45,53,60,70,74,,,,,,base02.ai,4,28
5,4863,06,07,,,,,60,50,67,66,free02.ai,free03.ai,,,,base02.ai,1,1
59,5932,11,10,28,26,35,41,50,52,71,61,,,,,,base02.ai,1,1
36,7661,12,03,25,21,45,44,,,66,75,free04.ai,,,,,base02.ai,2,2
70,2912,06,07,25,18,43,38,56,55,61,75,,,,,,base02.ai,2,2
7,4892,,,,,43,35,47,49,72,71,free01.ai,free02.ai,,,,base02.ai,3,3
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner04.ai,nonwinner08.ai,,3,3
17,7261,,,19,21,31,42,60,52,63,70,free01.ai,,,,,base02.ai,4,4
97,321,13,05,19,27,44,45,54,57,68,63,,,,,,base02.ai,4,4
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner07.ai,,1,5
13,390,,,,,42,45,60,54,64,73,free01.ai,free02.ai,,,,base02.ai,1,5
128,2985,01,15,28,27,37,42,49,57,75,67,,,,,,base02.ai,2,6
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner04.ai,nonwinner03.ai,,2,6
125,1128,01,14,28,30,40,42,50,47,66,74,,,,,,base02.ai,3,7
33,8787,01,05,,,44,38,47,60,75,69,free02.ai,,,,,base02.ai,3,7
23,1508,05,12,,,36,42,53,49,69,74,free02.ai,,,,,base02.ai,4,8
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner09.ai,nonwinner01.ai,,4,8
19,8857,02,03,29,16,,,46,48,61,68,free03.ai,,,,,base02.ai,1,9
135,5568,10,11,23,16,35,33,50,53,70,62,,,,,,base02.ai,1,9
132,4959,15,08,16,24,32,44,48,56,63,72,,,,,,base02.ai,2,10
88,6336,04,11,18,19,45,37,55,48,67,72,,,,,,base02.ai,2,10
1,5383,,,,,32,36,49,47,71,61,free01.ai,free02.ai,,,,base02.ai,3,11
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner03.ai,nonwinner06.ai,,3,11
72,8327,03,01,21,20,37,32,48,49,74,68,,,,,,base02.ai,4,12
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner01.ai,nonwinner15.ai,,4,12
2,1986,,,,,35,41,55,52,65,70,free01.ai,free02.ai,,,,base02.ai,1,13
66,1427,01,06,27,22,40,39,49,56,63,72,,,,,,base02.ai,1,13
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner12.ai,nonwinner06.ai,,2,14
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner11.ai,nonwinner08.ai,,2,14
81,2097,14,02,30,16,40,35,54,60,72,64,,,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner08.ai,,3,15
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner07.ai,nonwinner05.ai,,4,16
96,321,06,01,20,22,43,41,58,47,64,66,,,,,,base02.ai,4,16
68,6612,03,15,20,25,35,43,58,54,72,64,,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner05.ai,nonwinner14.ai,,1,17
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner09.ai,nonwinner12.ai,,2,18
122,5883,03,01,19,21,34,35,52,60,67,69,,,,,,base02.ai,2,18
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner11.ai,nonwinner03.ai,,3,19
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner03.ai,nonwinner12.ai,,3,19
47,3032,07,15,,,38,42,50,59,68,75,free02.ai,,,,,base02.ai,4,20
35,599,13,02,,,35,44,48,46,65,62,free02.ai,,,,,base02.ai,4,20
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner04.ai,,1,21
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner06.ai,nonwinner11.ai,,1,21
,,,,,,,,,,,,winner01.ai,,,,,,2,22
136,8054,09,02,22,26,45,31,55,56,70,61,,,,,,base02.ai,2,22
81,2097,14,02,30,16,40,35,54,60,72,64,,,,,,base02.ai,3,23
41,1111,,,27,17,38,45,51,56,70,61,free01.ai,,,,,base02.ai,3,23
64,501,03,09,24,22,32,41,48,53,74,62,,,,,,base02.ai,4,24
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner08.ai,nonwinner02.ai,,4,24
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner11.ai,nonwinner04.ai,,1,25
106,7183,01,04,19,30,38,32,51,54,75,72,,,,,,base02.ai,1,25
98,4337,08,01,22,26,41,33,53,60,70,61,,,,,,base02.ai,2,26
32,3173,15,05,,,37,32,59,54,75,67,free02.ai,,,,,base02.ai,2,26
45,4413,10,02,,,33,39,46,54,62,73,free02.ai,,,,,base02.ai,3,27
121,8101,03,13,20,16,37,39,51,46,73,72,,,,,,base02.ai,3,27
89,346,05,09,24,30,33,43,52,60,68,74,,,,,,base02.ai,4,28
127,3741,13,07,30,17,43,34,50,55,65,72,,,,,,base02.ai,4,28
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner14.ai,nonwinner09.ai,,1,1
3,5679,05,04,,,,,55,50,61,75,free02.ai,free03.ai,,,,base02.ai,1,1
118,1933,14,08,23,21,43,35,50,55,74,64,,,,,,base02.ai,2,2
138,4255,07,04,29,22,44,34,52,53,68,67,,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner08.ai,nonwinner07.ai,,3,3
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner15.ai,nonwinner11.ai,,3,3
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner01.ai,nonwinner02.ai,,4,4
63,7890,07,11,29,19,37,33,52,51,64,71,,,,,,base02.ai,4,4
29,5682,08,01,,,31,40,46,59,66,73,free02.ai,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner12.ai,nonwinner06.ai,,1,5
112,5051,02,11,30,21,45,32,57,48,63,67,,,,,,base02.ai,2,6
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner15.ai,nonwinner08.ai,,2,6
103,1340,01,03,20,22,31,44,54,58,69,72,,,,,,base02.ai,3,7
73,2054,01,10,25,26,32,37,47,48,66,69,,,,,,base02.ai,3,7
59,3072,05,14,21,19,38,35,51,58,71,74,,,,,,base02.ai,4,8
41,6244,,,16,25,40,31,59,55,71,70,free01.ai,,,,,base02.ai,4,8
37,2224,,,28,24,44,37,46,60,73,74,free01.ai,,,,,base02.ai,1,9
113,1869,02,15,21,27,33,42,47,60,68,62,,,,,,base02.ai,1,9
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner10.ai,nonwinner03.ai,,2,10
134,4952,05,07,29,21,31,41,59,51,66,67,,,,,,base02.ai,2,10
23,2626,,,21,24,36,45,50,46,71,72,free01.ai,,,,,base02.ai,3,11
49,3662,,,20,30,35,36,50,58,71,74,free01.ai,,,,,base02.ai,3,11
60,5159,15,07,21,25,38,44,57,60,68,70,,,,,,base02.ai,4,12
48,2291,,,27,24,41,36,54,49,63,66,free01.ai,,,,,base02.ai,4,12
60,343,04,14,26,23,32,38,54,46,64,68,,,,,,base02.ai,1,13
28,1354,,,18,28,39,42,55,47,73,70,free01.ai,,,,,base02.ai,1,13
129,5380,15,09,28,27,41,34,58,51,70,67,,,,,,base02.ai,2,14
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner06.ai,nonwinner09.ai,,2,14
115,8807,14,11,22,26,33,45,59,49,68,66,,,,,,base02.ai,3,15
53,3569,01,13,,,32,44,58,59,68,63,free02.ai,,,,,base02.ai,3,15
104,4621,11,05,22,23,44,36,59,52,66,73,,,,,,base02.ai,4,16
124,3751,09,11,27,24,33,35,57,54,72,71,,,,,,base02.ai,4,16
124,6706,01,15,27,17,44,39,51,55,66,70,,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner05.ai,nonwinner08.ai,,1,17
128,2985,01,15,28,27,37,42,49,57,75,67,,,,,,base02.ai,2,18
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner15.ai,nonwinner08.ai,,2,18
12,4430,,,,,31,32,58,50,73,65,free01.ai,free02.ai,,,,base02.ai,3,19
58,1641,01,14,22,19,38,42,50,59,75,68,,,,,,base02.ai,3,19
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner07.ai,nonwinner06.ai,,4,20
43,5235,,,27,24,37,42,53,55,66,65,free01.ai,,,,,base02.ai,4,20
22,3540,05,14,,,32,31,49,60,69,75,free02.ai,,,,,base02.ai,1,21
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner11.ai,nonwinner08.ai,,1,21
88,6336,04,11,18,19,45,37,55,48,67,72,,,,,,base02.ai,2,22
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner14.ai,nonwinner04.ai,,2,22
109,2502,06,07,21,26,37,35,51,60,65,63,,,,,,base02.ai,3,23
